,lab_id,norm_type,plate_num,plate_row,assay_version_id,plate_col,optical_density,conc,inhibitor,map_version_id
0,10004,Blank 490,1,A,OHSU_HNSCC_derm002,1,-0.009,10;10, JQ1;BEZ235,OHSU_HNSCC_derm002
1,10004,Blank 490,1,B,OHSU_HNSCC_derm002,1,0.532,10,Lucitanib ,OHSU_HNSCC_derm002
2,10004,Blank 490,1,C,OHSU_HNSCC_derm002,1,0.51,10,Resveratrol,OHSU_HNSCC_derm002
3,10004,Blank 490,1,D,OHSU_HNSCC_derm002,1,0.357,10,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
4,10004,Blank 490,1,E,OHSU_HNSCC_derm002,1,0.432,10,Bicalutamide,OHSU_HNSCC_derm002
5,10004,Blank 490,1,F,OHSU_HNSCC_derm002,1,0.518,10,Methotrexate ,OHSU_HNSCC_derm002
6,10004,Blank 490,1,G,OHSU_HNSCC_derm002,1,0.255,10,Midostaurin (PKC-412),OHSU_HNSCC_derm002
7,10004,Blank 490,1,H,OHSU_HNSCC_derm002,1,0.145,10,Gefitinib,OHSU_HNSCC_derm002
8,10004,Blank 490,1,I,OHSU_HNSCC_derm002,1,0.286,10,Ceritinib (LDK378),OHSU_HNSCC_derm002
9,10004,Blank 490,1,J,OHSU_HNSCC_derm002,1,0.292,10,Tamatinib/R406,OHSU_HNSCC_derm002
10,10004,Blank 490,1,K,OHSU_HNSCC_derm002,1,0.07,10,Bosutinib,OHSU_HNSCC_derm002
11,10004,Blank 490,1,L,OHSU_HNSCC_derm002,1,0.06,10,PI-103,OHSU_HNSCC_derm002
12,10004,Blank 490,1,M,OHSU_HNSCC_derm002,1,0.41,10,Glycyrrhizin,OHSU_HNSCC_derm002
13,10004,Blank 490,1,N,OHSU_HNSCC_derm002,1,0.448,10,Luteolin (direct interaction),OHSU_HNSCC_derm002
14,10004,Blank 490,1,O,OHSU_HNSCC_derm002,1,0.394,10,GSK-690693,OHSU_HNSCC_derm002
15,10004,Blank 490,1,P,OHSU_HNSCC_derm002,1,0.244,10,Ibrutinib,OHSU_HNSCC_derm002
16,10004,Blank 490,1,A,OHSU_HNSCC_derm002,2,0.044,3.33333;3.33333, JQ1;BEZ235,OHSU_HNSCC_derm002
17,10004,Blank 490,1,B,OHSU_HNSCC_derm002,2,0.661,3.3333333333333335,Lucitanib ,OHSU_HNSCC_derm002
18,10004,Blank 490,1,C,OHSU_HNSCC_derm002,2,0.671,3.3333333333333335,Resveratrol,OHSU_HNSCC_derm002
19,10004,Blank 490,1,D,OHSU_HNSCC_derm002,2,0.239,3.3333333333333335,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
20,10004,Blank 490,1,E,OHSU_HNSCC_derm002,2,0.684,3.3333333333333335,Bicalutamide,OHSU_HNSCC_derm002
21,10004,Blank 490,1,F,OHSU_HNSCC_derm002,2,0.556,3.3333333333333335,Methotrexate ,OHSU_HNSCC_derm002
22,10004,Blank 490,1,G,OHSU_HNSCC_derm002,2,0.295,3.3333333333333335,Midostaurin (PKC-412),OHSU_HNSCC_derm002
23,10004,Blank 490,1,H,OHSU_HNSCC_derm002,2,0.237,3.3333333333333335,Gefitinib,OHSU_HNSCC_derm002
24,10004,Blank 490,1,I,OHSU_HNSCC_derm002,2,0.579,3.3333333333333335,Ceritinib (LDK378),OHSU_HNSCC_derm002
25,10004,Blank 490,1,J,OHSU_HNSCC_derm002,2,0.53,3.3333333333333335,Tamatinib/R406,OHSU_HNSCC_derm002
26,10004,Blank 490,1,K,OHSU_HNSCC_derm002,2,0.422,3.3333333333333335,Bosutinib,OHSU_HNSCC_derm002
27,10004,Blank 490,1,L,OHSU_HNSCC_derm002,2,0.063,3.3333333333333335,PI-103,OHSU_HNSCC_derm002
28,10004,Blank 490,1,M,OHSU_HNSCC_derm002,2,0.708,3.3333333333333335,Glycyrrhizin,OHSU_HNSCC_derm002
29,10004,Blank 490,1,N,OHSU_HNSCC_derm002,2,0.658,3.3333333333333335,Luteolin (direct interaction),OHSU_HNSCC_derm002
30,10004,Blank 490,1,O,OHSU_HNSCC_derm002,2,0.577,3.3333333333333335,GSK-690693,OHSU_HNSCC_derm002
31,10004,Blank 490,1,P,OHSU_HNSCC_derm002,2,0.256,3.3333333333333335,Ibrutinib,OHSU_HNSCC_derm002
32,10004,Blank 490,1,A,OHSU_HNSCC_derm002,3,0.115,1.1111;1.11111, JQ1;BEZ235,OHSU_HNSCC_derm002
33,10004,Blank 490,1,B,OHSU_HNSCC_derm002,3,0.718,1.1111111111111112,Lucitanib ,OHSU_HNSCC_derm002
34,10004,Blank 490,1,C,OHSU_HNSCC_derm002,3,0.73,1.1111111111111112,Resveratrol,OHSU_HNSCC_derm002
35,10004,Blank 490,1,D,OHSU_HNSCC_derm002,3,0.199,1.1111111111111112,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
36,10004,Blank 490,1,E,OHSU_HNSCC_derm002,3,0.733,1.1111111111111112,Bicalutamide,OHSU_HNSCC_derm002
37,10004,Blank 490,1,F,OHSU_HNSCC_derm002,3,0.598,1.1111111111111112,Methotrexate ,OHSU_HNSCC_derm002
38,10004,Blank 490,1,G,OHSU_HNSCC_derm002,3,0.336,1.1111111111111112,Midostaurin (PKC-412),OHSU_HNSCC_derm002
39,10004,Blank 490,1,H,OHSU_HNSCC_derm002,3,0.243,1.1111111111111112,Gefitinib,OHSU_HNSCC_derm002
40,10004,Blank 490,1,I,OHSU_HNSCC_derm002,3,0.727,1.1111111111111112,Ceritinib (LDK378),OHSU_HNSCC_derm002
41,10004,Blank 490,1,J,OHSU_HNSCC_derm002,3,0.632,1.1111111111111112,Tamatinib/R406,OHSU_HNSCC_derm002
42,10004,Blank 490,1,K,OHSU_HNSCC_derm002,3,0.724,1.1111111111111112,Bosutinib,OHSU_HNSCC_derm002
43,10004,Blank 490,1,L,OHSU_HNSCC_derm002,3,0.133,1.1111111111111112,PI-103,OHSU_HNSCC_derm002
44,10004,Blank 490,1,M,OHSU_HNSCC_derm002,3,0.731,1.1111111111111112,Glycyrrhizin,OHSU_HNSCC_derm002
45,10004,Blank 490,1,N,OHSU_HNSCC_derm002,3,0.725,1.1111111111111112,Luteolin (direct interaction),OHSU_HNSCC_derm002
46,10004,Blank 490,1,O,OHSU_HNSCC_derm002,3,0.758,1.1111111111111112,GSK-690693,OHSU_HNSCC_derm002
47,10004,Blank 490,1,P,OHSU_HNSCC_derm002,3,0.21,1.1111111111111112,Ibrutinib,OHSU_HNSCC_derm002
48,10004,Blank 490,1,A,OHSU_HNSCC_derm002,4,0.165,0.37037;0.37037, JQ1;BEZ235,OHSU_HNSCC_derm002
49,10004,Blank 490,1,B,OHSU_HNSCC_derm002,4,0.671,0.3703703703703704,Lucitanib ,OHSU_HNSCC_derm002
50,10004,Blank 490,1,C,OHSU_HNSCC_derm002,4,0.719,0.3703703703703704,Resveratrol,OHSU_HNSCC_derm002
51,10004,Blank 490,1,D,OHSU_HNSCC_derm002,4,0.191,0.3703703703703704,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
52,10004,Blank 490,1,E,OHSU_HNSCC_derm002,4,0.711,0.3703703703703704,Bicalutamide,OHSU_HNSCC_derm002
53,10004,Blank 490,1,F,OHSU_HNSCC_derm002,4,0.585,0.3703703703703704,Methotrexate ,OHSU_HNSCC_derm002
54,10004,Blank 490,1,G,OHSU_HNSCC_derm002,4,0.501,0.3703703703703704,Midostaurin (PKC-412),OHSU_HNSCC_derm002
55,10004,Blank 490,1,H,OHSU_HNSCC_derm002,4,0.23,0.3703703703703704,Gefitinib,OHSU_HNSCC_derm002
56,10004,Blank 490,1,I,OHSU_HNSCC_derm002,4,0.683,0.3703703703703704,Ceritinib (LDK378),OHSU_HNSCC_derm002
57,10004,Blank 490,1,J,OHSU_HNSCC_derm002,4,0.651,0.3703703703703704,Tamatinib/R406,OHSU_HNSCC_derm002
58,10004,Blank 490,1,K,OHSU_HNSCC_derm002,4,0.798,0.3703703703703704,Bosutinib,OHSU_HNSCC_derm002
59,10004,Blank 490,1,L,OHSU_HNSCC_derm002,4,0.228,0.3703703703703704,PI-103,OHSU_HNSCC_derm002
60,10004,Blank 490,1,M,OHSU_HNSCC_derm002,4,0.724,0.3703703703703704,Glycyrrhizin,OHSU_HNSCC_derm002
61,10004,Blank 490,1,N,OHSU_HNSCC_derm002,4,0.723,0.3703703703703704,Luteolin (direct interaction),OHSU_HNSCC_derm002
62,10004,Blank 490,1,O,OHSU_HNSCC_derm002,4,0.779,0.3703703703703704,GSK-690693,OHSU_HNSCC_derm002
63,10004,Blank 490,1,P,OHSU_HNSCC_derm002,4,0.252,0.3703703703703704,Ibrutinib,OHSU_HNSCC_derm002
64,10004,Blank 490,1,A,OHSU_HNSCC_derm002,5,0.286,0.123456;0.123456, JQ1;BEZ235,OHSU_HNSCC_derm002
65,10004,Blank 490,1,B,OHSU_HNSCC_derm002,5,0.659,0.1234567901234568,Lucitanib ,OHSU_HNSCC_derm002
66,10004,Blank 490,1,C,OHSU_HNSCC_derm002,5,0.723,0.1234567901234568,Resveratrol,OHSU_HNSCC_derm002
67,10004,Blank 490,1,D,OHSU_HNSCC_derm002,5,0.205,0.1234567901234568,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
68,10004,Blank 490,1,E,OHSU_HNSCC_derm002,5,0.704,0.1234567901234568,Bicalutamide,OHSU_HNSCC_derm002
69,10004,Blank 490,1,F,OHSU_HNSCC_derm002,5,0.639,0.1234567901234568,Methotrexate ,OHSU_HNSCC_derm002
70,10004,Blank 490,1,G,OHSU_HNSCC_derm002,5,0.58,0.1234567901234568,Midostaurin (PKC-412),OHSU_HNSCC_derm002
71,10004,Blank 490,1,H,OHSU_HNSCC_derm002,5,0.308,0.1234567901234568,Gefitinib,OHSU_HNSCC_derm002
72,10004,Blank 490,1,I,OHSU_HNSCC_derm002,5,0.725,0.1234567901234568,Ceritinib (LDK378),OHSU_HNSCC_derm002
73,10004,Blank 490,1,J,OHSU_HNSCC_derm002,5,0.645,0.1234567901234568,Tamatinib/R406,OHSU_HNSCC_derm002
74,10004,Blank 490,1,K,OHSU_HNSCC_derm002,5,0.76,0.1234567901234568,Bosutinib,OHSU_HNSCC_derm002
75,10004,Blank 490,1,L,OHSU_HNSCC_derm002,5,0.516,0.1234567901234568,PI-103,OHSU_HNSCC_derm002
76,10004,Blank 490,1,M,OHSU_HNSCC_derm002,5,0.712,0.1234567901234568,Glycyrrhizin,OHSU_HNSCC_derm002
77,10004,Blank 490,1,N,OHSU_HNSCC_derm002,5,0.691,0.1234567901234568,Luteolin (direct interaction),OHSU_HNSCC_derm002
78,10004,Blank 490,1,O,OHSU_HNSCC_derm002,5,0.832,0.1234567901234568,GSK-690693,OHSU_HNSCC_derm002
79,10004,Blank 490,1,P,OHSU_HNSCC_derm002,5,0.445,0.1234567901234568,Ibrutinib,OHSU_HNSCC_derm002
80,10004,Blank 490,1,A,OHSU_HNSCC_derm002,6,0.465,0.04115226;0.0411526, JQ1;BEZ235,OHSU_HNSCC_derm002
81,10004,Blank 490,1,B,OHSU_HNSCC_derm002,6,0.698,0.0411522633744856,Lucitanib ,OHSU_HNSCC_derm002
82,10004,Blank 490,1,C,OHSU_HNSCC_derm002,6,0.726,0.0411522633744856,Resveratrol,OHSU_HNSCC_derm002
83,10004,Blank 490,1,D,OHSU_HNSCC_derm002,6,0.287,0.0411522633744856,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
84,10004,Blank 490,1,E,OHSU_HNSCC_derm002,6,0.752,0.0411522633744856,Bicalutamide,OHSU_HNSCC_derm002
85,10004,Blank 490,1,F,OHSU_HNSCC_derm002,6,0.711,0.0411522633744856,Methotrexate ,OHSU_HNSCC_derm002
86,10004,Blank 490,1,G,OHSU_HNSCC_derm002,6,0.68,0.0411522633744856,Midostaurin (PKC-412),OHSU_HNSCC_derm002
87,10004,Blank 490,1,H,OHSU_HNSCC_derm002,6,0.516,0.0411522633744856,Gefitinib,OHSU_HNSCC_derm002
88,10004,Blank 490,1,I,OHSU_HNSCC_derm002,6,0.707,0.0411522633744856,Ceritinib (LDK378),OHSU_HNSCC_derm002
89,10004,Blank 490,1,J,OHSU_HNSCC_derm002,6,0.639,0.0411522633744856,Tamatinib/R406,OHSU_HNSCC_derm002
90,10004,Blank 490,1,K,OHSU_HNSCC_derm002,6,0.739,0.0411522633744856,Bosutinib,OHSU_HNSCC_derm002
91,10004,Blank 490,1,L,OHSU_HNSCC_derm002,6,0.612,0.0411522633744856,PI-103,OHSU_HNSCC_derm002
92,10004,Blank 490,1,M,OHSU_HNSCC_derm002,6,0.758,0.0411522633744856,Glycyrrhizin,OHSU_HNSCC_derm002
93,10004,Blank 490,1,N,OHSU_HNSCC_derm002,6,0.757,0.0411522633744856,Luteolin (direct interaction),OHSU_HNSCC_derm002
94,10004,Blank 490,1,O,OHSU_HNSCC_derm002,6,0.799,0.0411522633744856,GSK-690693,OHSU_HNSCC_derm002
95,10004,Blank 490,1,P,OHSU_HNSCC_derm002,6,0.444,0.0411522633744856,Ibrutinib,OHSU_HNSCC_derm002
96,10004,Blank 490,1,A,OHSU_HNSCC_derm002,7,0.54,0.01371742;0.01371742, JQ1;BEZ235,OHSU_HNSCC_derm002
97,10004,Blank 490,1,B,OHSU_HNSCC_derm002,7,0.663,0.013717421124828532,Lucitanib ,OHSU_HNSCC_derm002
98,10004,Blank 490,1,C,OHSU_HNSCC_derm002,7,0.669,0.013717421124828532,Resveratrol,OHSU_HNSCC_derm002
99,10004,Blank 490,1,D,OHSU_HNSCC_derm002,7,0.351,0.013717421124828532,Pelitinib (EKB-569) ,OHSU_HNSCC_derm002
100,10004,Blank 490,1,E,OHSU_HNSCC_derm002,7,0.781,0.013717421124828532,Bicalutamide,OHSU_HNSCC_derm002
101,10004,Blank 490,1,F,OHSU_HNSCC_derm002,7,0.689,0.013717421124828532,Methotrexate ,OHSU_HNSCC_derm002
102,10004,Blank 490,1,G,OHSU_HNSCC_derm002,7,0.712,0.013717421124828532,Midostaurin (PKC-412),OHSU_HNSCC_derm002
103,10004,Blank 490,1,H,OHSU_HNSCC_derm002,7,0.609,0.013717421124828532,Gefitinib,OHSU_HNSCC_derm002
104,10004,Blank 490,1,I,OHSU_HNSCC_derm002,7,0.702,0.013717421124828532,Ceritinib (LDK378),OHSU_HNSCC_derm002
105,10004,Blank 490,1,J,OHSU_HNSCC_derm002,7,0.64,0.013717421124828532,Tamatinib/R406,OHSU_HNSCC_derm002
106,10004,Blank 490,1,K,OHSU_HNSCC_derm002,7,0.744,0.013717421124828532,Bosutinib,OHSU_HNSCC_derm002
107,10004,Blank 490,1,L,OHSU_HNSCC_derm002,7,0.667,0.013717421124828532,PI-103,OHSU_HNSCC_derm002
108,10004,Blank 490,1,M,OHSU_HNSCC_derm002,7,0.685,0.013717421124828532,Glycyrrhizin,OHSU_HNSCC_derm002
109,10004,Blank 490,1,N,OHSU_HNSCC_derm002,7,0.68,0.013717421124828532,Luteolin (direct interaction),OHSU_HNSCC_derm002
110,10004,Blank 490,1,O,OHSU_HNSCC_derm002,7,0.797,0.013717421124828532,GSK-690693,OHSU_HNSCC_derm002
111,10004,Blank 490,1,P,OHSU_HNSCC_derm002,7,0.606,0.013717421124828532,Ibrutinib,OHSU_HNSCC_derm002
112,10004,Blank 490,1,A,OHSU_HNSCC_derm002,8,0.487,0,NONE,OHSU_HNSCC_derm002
113,10004,Blank 490,1,B,OHSU_HNSCC_derm002,8,0.674,0,NONE,OHSU_HNSCC_derm002
114,10004,Blank 490,1,C,OHSU_HNSCC_derm002,8,0.71,0,NONE,OHSU_HNSCC_derm002
115,10004,Blank 490,1,D,OHSU_HNSCC_derm002,8,0.727,0,NONE,OHSU_HNSCC_derm002
116,10004,Blank 490,1,E,OHSU_HNSCC_derm002,8,0.712,0,NONE,OHSU_HNSCC_derm002
117,10004,Blank 490,1,F,OHSU_HNSCC_derm002,8,0.708,0,NONE,OHSU_HNSCC_derm002
118,10004,Blank 490,1,G,OHSU_HNSCC_derm002,8,0.715,0,NONE,OHSU_HNSCC_derm002
119,10004,Blank 490,1,H,OHSU_HNSCC_derm002,8,-0.006,10,F-S-V,OHSU_HNSCC_derm002
120,10004,Blank 490,1,I,OHSU_HNSCC_derm002,8,0.693,0,NONE,OHSU_HNSCC_derm002
121,10004,Blank 490,1,J,OHSU_HNSCC_derm002,8,0.682,0,NONE,OHSU_HNSCC_derm002
122,10004,Blank 490,1,K,OHSU_HNSCC_derm002,8,0.708,0,NONE,OHSU_HNSCC_derm002
123,10004,Blank 490,1,L,OHSU_HNSCC_derm002,8,0.688,0,NONE,OHSU_HNSCC_derm002
124,10004,Blank 490,1,M,OHSU_HNSCC_derm002,8,0.647,0,NONE,OHSU_HNSCC_derm002
125,10004,Blank 490,1,N,OHSU_HNSCC_derm002,8,0.717,0,NONE,OHSU_HNSCC_derm002
